,,WTS-28,WP12-28,,,,Float,,,,,Cond-3,,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, meters",,Date,"Time, AST",TempC,RH%,,Date,"Time, GMT-05:00","Full Range, ?S/cm","Temp, °C"
10/11/2014,13:00:00,0.163,1.548,1008.65,2.037,,10/11/2014,13:00:00,-6.199,99.712,,,,,
10/11/2014,14:00:00,0.19,1.548,1008.75,2.038,,10/11/2014,14:00:00,-6.168,99.082,,,,,
10/11/2014,15:00:00,0.19,1.548,1009.05,2.037,,10/11/2014,15:00:00,-6.262,99.054,,,,,
10/11/2014,16:00:00,0.19,1.548,1009.15,2.036,,10/11/2014,16:00:00,-6.357,99.072,,,,,
10/11/2014,17:00:00,0.19,1.548,1009.25,2.038,,10/11/2014,17:00:00,-6.452,99.09,,,,,
10/11/2014,18:00:00,0.19,1.548,1009.45,2.04,,10/11/2014,18:00:00,-6.579,98.915,,,,,
10/11/2014,19:00:00,0.19,1.548,1009.75,2.04,,10/11/2014,19:00:00,-6.706,99.243,,,,,
10/11/2014,20:00:00,0.19,1.548,1009.85,2.037,,10/11/2014,20:00:00,-6.642,99.216,,,,,
10/11/2014,21:00:00,0.19,1.548,1010.05,2.04,,10/11/2014,21:00:00,-6.515,98.637,,,,,
10/11/2014,22:00:00,0.19,1.548,1010.35,2.041,,10/11/2014,22:00:00,-6.579,98.71,,,,,
10/11/2014,23:00:00,0.19,1.548,1010.65,2.041,,10/11/2014,23:00:00,-6.642,98.714,,,,,
10/12/2014,0:00:00,0.19,1.548,1010.85,2.041,,10/12/2014,0:00:00,-6.706,99.516,,,,,
10/12/2014,1:00:00,0.163,1.548,1011.15,2.041,,10/12/2014,1:00:00,-6.706,100,,,,,
10/12/2014,2:00:00,0.19,1.548,1011.45,2.038,,10/12/2014,2:00:00,-6.77,99.633,,,,,
10/12/2014,3:00:00,0.163,1.548,1011.75,2.038,,10/12/2014,3:00:00,-6.834,99.478,,,,,
10/12/2014,4:00:00,0.163,1.548,1011.95,2.041,,10/12/2014,4:00:00,-6.898,99.867,,,,,
10/12/2014,5:00:00,0.163,1.548,1012.15,2.037,,10/12/2014,5:00:00,-6.834,99.66,,,,,
10/12/2014,6:00:00,0.163,1.548,1012.35,2.039,,10/12/2014,6:00:00,-6.706,100,,,,,
10/12/2014,7:00:00,0.163,1.548,1012.55,2.042,,10/12/2014,7:00:00,-6.834,99.886,,,,,
10/12/2014,8:00:00,0.163,1.548,1012.85,2.044,,10/12/2014,8:00:00,-6.674,100,,,,,
10/12/2014,9:00:00,0.163,1.548,1013.35,2.041,,10/12/2014,9:00:00,-6.706,100,,,,,
10/12/2014,10:00:00,0.163,1.548,1013.45,2.041,,10/12/2014,10:00:00,-6.515,100,,,,,
10/12/2014,11:00:00,0.163,1.548,1013.75,2.04,,10/12/2014,11:00:00,-6.262,100,,,,,
10/12/2014,12:00:00,0.163,1.548,1014.05,2.044,,10/12/2014,12:00:00,-6.105,100,,,,,
10/12/2014,13:00:00,0.19,1.548,1014.45,2.043,,10/12/2014,13:00:00,-6.199,100,,,,,
10/12/2014,14:00:00,0.19,1.548,1014.85,2.042,,10/12/2014,14:00:00,-6.262,100,,,,,
10/12/2014,15:00:00,0.19,1.548,1014.95,2.041,,10/12/2014,15:00:00,-6.42,100,,,,,
10/12/2014,16:00:00,0.19,1.548,1015.05,2.042,,10/12/2014,16:00:00,-6.452,100,,,,,
10/12/2014,17:00:00,0.163,1.548,1015.25,2.042,,10/12/2014,17:00:00,-6.325,100,,,,,
10/12/2014,18:00:00,0.19,1.548,1015.65,2.044,,10/12/2014,18:00:00,-6.579,100,,,,,
10/12/2014,19:00:00,0.19,1.548,1015.95,2.041,,10/12/2014,19:00:00,-6.898,100,,,,,
10/12/2014,20:00:00,0.163,1.548,1016.15,2.043,,10/12/2014,20:00:00,-6.579,100,,,,,
10/12/2014,21:00:00,0.19,1.548,1016.25,2.043,,10/12/2014,21:00:00,-6.579,100,,,,,
10/12/2014,22:00:00,0.19,1.548,1016.45,2.043,,10/12/2014,22:00:00,-6.866,100,,,,,
10/12/2014,23:00:00,0.19,1.548,1016.65,2.041,,10/12/2014,23:00:00,-6.642,100,,,,,
10/13/2014,0:00:00,0.163,1.548,1016.95,2.039,,10/13/2014,0:00:00,-6.738,100,,,,,
10/13/2014,1:00:00,0.163,1.548,1017.25,2.038,,10/13/2014,1:00:00,-6.77,100,,,,,
10/13/2014,2:00:00,0.163,1.548,1017.35,2.04,,10/13/2014,2:00:00,-6.42,100,,,,,
10/13/2014,3:00:00,0.163,1.548,1017.45,2.039,,10/13/2014,3:00:00,-6.483,100,,,,,
10/13/2014,4:00:00,0.163,1.548,1017.65,2.042,,10/13/2014,4:00:00,-6.168,100,,,,,
10/13/2014,5:00:00,0.163,1.548,1017.95,2.041,,10/13/2014,5:00:00,-6.262,100,,,,,
10/13/2014,6:00:00,0.163,1.548,1018.05,2.042,,10/13/2014,6:00:00,-6.01,100,,,,,
10/13/2014,7:00:00,0.163,1.548,1018.05,2.04,,10/13/2014,7:00:00,-5.698,100,,,,,
10/13/2014,8:00:00,0.163,1.548,1018.35,2.044,,10/13/2014,8:00:00,-5.511,100,,,,,
10/13/2014,9:00:00,0.163,1.548,1018.75,2.041,,10/13/2014,9:00:00,-5.079,100,,,,,
10/13/2014,10:00:00,0.163,1.656,1018.85,2.042,,10/13/2014,10:00:00,-5.449,100,,,,,
10/13/2014,11:00:00,0.163,1.548,1019.05,2.042,,10/13/2014,11:00:00,-5.449,100,,,,,
10/13/2014,12:00:00,0.163,1.548,1019.15,2.041,,10/13/2014,12:00:00,-5.388,100,,,,,
10/13/2014,13:00:00,0.19,1.548,1019.15,2.041,,10/13/2014,13:00:00,-5.079,100,,,,,
10/13/2014,14:00:00,0.163,1.656,1019.25,2.04,,10/13/2014,14:00:00,-4.987,100,,,,,
10/13/2014,15:00:00,0.19,1.656,1018.95,2.04,,10/13/2014,15:00:00,-5.018,100,,,,,
10/13/2014,16:00:00,0.163,1.656,1018.75,2.04,,10/13/2014,16:00:00,-5.172,100,,,,,
10/13/2014,17:00:00,0.19,1.656,1018.45,2.038,,10/13/2014,17:00:00,-4.865,100,,,,,
10/13/2014,18:00:00,0.163,1.656,1018.15,2.041,,10/13/2014,18:00:00,-5.172,100,,,,,
10/13/2014,19:00:00,0.163,1.656,1017.95,2.043,,10/13/2014,19:00:00,-5.388,100,,,,,
10/13/2014,20:00:00,0.19,1.656,1017.85,2.041,,10/13/2014,20:00:00,-5.791,100,,,,,
10/13/2014,21:00:00,0.163,1.656,1017.65,2.043,,10/13/2014,21:00:00,-5.948,100,,,,,
10/13/2014,22:00:00,0.163,1.656,1017.55,2.042,,10/13/2014,22:00:00,-5.698,100,,,,,
10/13/2014,23:00:00,0.19,1.656,1017.35,2.042,,10/13/2014,23:00:00,-5.326,100,,,,,
10/14/2014,0:00:00,0.163,1.656,1017.05,2.044,,10/14/2014,0:00:00,-5.11,100,,,,,
10/14/2014,1:00:00,0.19,1.656,1016.95,2.04,,10/14/2014,1:00:00,-5.018,100,,,,,
10/14/2014,2:00:00,0.163,1.656,1016.65,2.041,,10/14/2014,2:00:00,-4.865,100,,,,,
10/14/2014,3:00:00,0.19,1.656,1016.55,2.042,,10/14/2014,3:00:00,-4.957,100,,,,,
10/14/2014,4:00:00,0.163,1.656,1016.35,2.041,,10/14/2014,4:00:00,-5.141,100,,,,,
10/14/2014,5:00:00,0.163,1.656,1016.05,2.042,,10/14/2014,5:00:00,-5.511,100,,,,,
10/14/2014,6:00:00,0.163,1.656,1015.85,2.041,,10/14/2014,6:00:00,-5.636,100,,,,,
10/14/2014,7:00:00,0.163,1.656,1015.55,2.044,,10/14/2014,7:00:00,-5.511,100,,,,,
10/14/2014,8:00:00,0.163,1.656,1015.45,2.045,,10/14/2014,8:00:00,-5.418,100,,,,,
10/14/2014,9:00:00,0.163,1.656,1015.25,2.043,,10/14/2014,9:00:00,-5.295,100,,,,,
10/14/2014,10:00:00,0.163,1.656,1015.05,2.045,,10/14/2014,10:00:00,-4.957,100,,,,,
10/14/2014,11:00:00,0.163,1.656,1014.85,2.046,,10/14/2014,11:00:00,-4.957,100,,,,,
10/14/2014,12:00:00,0.163,1.656,1014.65,2.044,,10/14/2014,12:00:00,-4.348,100,,,,,
10/14/2014,13:00:00,0.163,1.656,1014.25,2.045,,10/14/2014,13:00:00,-3.687,100,,,,,
10/14/2014,14:00:00,0.163,1.656,1013.55,2.045,,10/14/2014,14:00:00,-3.124,100,,,,,
10/14/2014,15:00:00,0.163,1.656,1013.25,2.048,,10/14/2014,15:00:00,-3.242,100,,,,,
10/14/2014,16:00:00,0.163,1.656,1012.95,2.046,,10/14/2014,16:00:00,-3.271,100,,,,,
10/14/2014,17:00:00,0.19,1.656,1012.55,2.049,,10/14/2014,17:00:00,-3.33,100,,,,,
10/14/2014,18:00:00,0.163,1.656,1012.55,2.05,,10/14/2014,18:00:00,-3.687,100,,,,,
10/14/2014,19:00:00,0.163,1.656,1012.65,2.049,,10/14/2014,19:00:00,-4.378,100,,,,,
10/14/2014,20:00:00,0.19,1.656,1012.55,2.049,,10/14/2014,20:00:00,-4.712,100,,,,,
10/14/2014,21:00:00,0.163,1.656,1012.45,2.045,,10/14/2014,21:00:00,-4.926,100,,,,,
10/14/2014,22:00:00,0.163,1.656,1012.25,2.047,,10/14/2014,22:00:00,-5.018,100,,,,,
10/14/2014,23:00:00,0.19,1.656,1011.95,2.046,,10/14/2014,23:00:00,-4.834,100,,,,,
10/15/2014,0:00:00,0.19,1.656,1011.55,2.047,,10/15/2014,0:00:00,-4.227,100,,,,,
10/15/2014,1:00:00,0.163,1.656,1011.15,2.048,,10/15/2014,1:00:00,-3.926,100,,,,,
10/15/2014,2:00:00,0.163,1.656,1011.05,2.047,,10/15/2014,2:00:00,-3.986,100,,,,,
10/15/2014,3:00:00,0.163,1.656,1010.95,2.045,,10/15/2014,3:00:00,-3.538,100,,,,,
10/15/2014,4:00:00,0.163,1.656,1010.65,2.046,,10/15/2014,4:00:00,-3.538,100,,,,,
10/15/2014,5:00:00,0.163,1.656,1010.25,2.047,,10/15/2014,5:00:00,-3.627,100,,,,,
10/15/2014,6:00:00,0.163,1.656,1009.85,2.046,,10/15/2014,6:00:00,-3.449,100,,,,,
10/15/2014,7:00:00,0.163,1.656,1009.65,2.049,,10/15/2014,7:00:00,-3.36,100,,,,,
10/15/2014,8:00:00,0.163,1.656,1009.35,2.051,,10/15/2014,8:00:00,-3.39,100,,,,,
10/15/2014,9:00:00,0.163,1.656,1009.25,2.05,,10/15/2014,9:00:00,-2.683,100,,,,,
10/15/2014,10:00:00,0.163,1.656,1009.25,2.048,,10/15/2014,10:00:00,-2.771,100,,,,,
10/15/2014,11:00:00,0.163,1.656,1009.15,2.049,,10/15/2014,11:00:00,-2.566,100,,,,,
10/15/2014,12:00:00,0.163,1.656,1008.95,2.048,,10/15/2014,12:00:00,-2.392,100,,,,,
10/15/2014,13:00:00,0.163,1.656,1008.65,2.048,,10/15/2014,13:00:00,-2.015,100,,,,,
10/15/2014,14:00:00,0.163,1.656,1008.15,2.048,,10/15/2014,14:00:00,-2.218,100,,,,,
10/15/2014,15:00:00,0.163,1.656,1007.85,2.051,,10/15/2014,15:00:00,-2.392,100,,,,,
10/15/2014,16:00:00,0.163,1.656,1007.95,2.05,,10/15/2014,16:00:00,-3.39,100,,,,,
10/15/2014,17:00:00,0.163,1.656,1007.95,2.051,,10/15/2014,17:00:00,-4.408,100,,,,,
10/15/2014,18:00:00,0.163,1.656,1008.35,2.047,,10/15/2014,18:00:00,-4.469,100,,,,,
10/15/2014,19:00:00,0.163,1.656,1008.15,2.046,,10/15/2014,19:00:00,-4.106,100,,,,,
10/15/2014,20:00:00,0.19,1.656,1007.85,2.047,,10/15/2014,20:00:00,-2.976,100,,,,,
10/15/2014,21:00:00,0.163,1.764,1007.55,2.049,,10/15/2014,21:00:00,-2.947,100,,,,,
10/15/2014,22:00:00,0.163,1.656,1007.25,2.048,,10/15/2014,22:00:00,-2.742,100,,,,,
10/15/2014,23:00:00,0.163,1.764,1007.05,2.049,,10/15/2014,23:00:00,-2.421,100,,,,,
10/16/2014,0:00:00,0.163,1.764,1006.95,2.05,,10/16/2014,0:00:00,-1.986,100,,,,,
10/16/2014,1:00:00,0.163,1.764,1007.05,2.049,,10/16/2014,1:00:00,-2.102,100,,,,,
10/16/2014,2:00:00,0.163,1.764,1006.95,2.05,,10/16/2014,2:00:00,-2.305,100,,,,,
10/16/2014,3:00:00,0.163,1.764,1006.95,2.05,,10/16/2014,3:00:00,-2.334,100,,,,,
10/16/2014,4:00:00,0.163,1.764,1006.75,2.049,,10/16/2014,4:00:00,-2.392,100,,,,,
10/16/2014,5:00:00,0.163,1.764,1006.65,2.05,,10/16/2014,5:00:00,-2.596,100,,,,,
10/16/2014,6:00:00,0.163,1.764,1006.45,2.05,,10/16/2014,6:00:00,-3.065,100,,,,,
10/16/2014,7:00:00,0.163,1.764,1006.35,2.051,,10/16/2014,7:00:00,-2.859,100,,,,,
10/16/2014,8:00:00,0.163,1.764,1006.15,2.048,,10/16/2014,8:00:00,-3.153,100,,,,,
10/16/2014,9:00:00,0.163,1.764,1005.85,2.051,,10/16/2014,9:00:00,-3.33,100,,,,,
10/16/2014,10:00:00,0.163,1.764,1005.65,2.048,,10/16/2014,10:00:00,-3.271,100,,,,,
10/16/2014,11:00:00,0.163,1.764,1005.55,2.051,,10/16/2014,11:00:00,-2.918,100,,,,,
10/16/2014,12:00:00,0.163,1.764,1005.45,2.046,,10/16/2014,12:00:00,-2.276,100,,,,,
10/16/2014,13:00:00,0.163,1.764,1005.25,2.05,,10/16/2014,13:00:00,-1.986,100,,,,,
10/16/2014,14:00:00,0.163,1.764,1005.05,2.051,,10/16/2014,14:00:00,-1.871,100,,,,,
10/16/2014,15:00:00,0.163,1.764,1004.85,2.054,,10/16/2014,15:00:00,-2.044,100,,,,,
10/16/2014,16:00:00,0.163,1.764,1004.85,2.051,,10/16/2014,16:00:00,-2.392,100,,,,,
10/16/2014,17:00:00,0.163,1.764,1004.85,2.054,,10/16/2014,17:00:00,-2.537,100,,,,,
10/16/2014,18:00:00,0.163,1.764,1004.95,2.055,,10/16/2014,18:00:00,-2.625,100,,,,,
10/16/2014,19:00:00,0.163,1.764,1005.05,2.057,,10/16/2014,19:00:00,-2.625,100,,,,,
10/16/2014,20:00:00,0.163,1.764,1005.25,2.055,,10/16/2014,20:00:00,-2.625,100,,,,,
10/16/2014,21:00:00,0.163,1.764,1005.45,2.057,,10/16/2014,21:00:00,-2.712,100,,,,,
10/16/2014,22:00:00,0.163,1.764,1005.65,2.06,,10/16/2014,22:00:00,-2.976,100,,,,,
10/16/2014,23:00:00,0.163,1.764,1005.75,2.06,,10/16/2014,23:00:00,-3.153,100,,,,,
10/17/2014,0:00:00,0.163,1.764,1005.85,2.061,,10/17/2014,0:00:00,-3.271,100,,,,,
10/17/2014,1:00:00,0.163,1.764,1006.05,2.062,,10/17/2014,1:00:00,-3.36,100,,,,,
10/17/2014,2:00:00,0.163,1.764,1006.15,2.063,,10/17/2014,2:00:00,-3.717,100,,,,,
10/17/2014,3:00:00,0.163,1.764,1006.25,2.062,,10/17/2014,3:00:00,-4.016,100,,,,,
10/17/2014,4:00:00,0.163,1.764,1006.45,2.063,,10/17/2014,4:00:00,-4.106,100,,,,,
10/17/2014,5:00:00,0.163,1.764,1006.65,2.063,,10/17/2014,5:00:00,-4.046,100,,,,,
10/17/2014,6:00:00,0.163,1.764,1006.75,2.062,,10/17/2014,6:00:00,-4.076,100,,,,,
10/17/2014,7:00:00,0.163,1.764,1006.85,2.063,,10/17/2014,7:00:00,-4.106,100,,,,,
10/17/2014,8:00:00,0.163,1.764,1007.15,2.061,,10/17/2014,8:00:00,-4.318,100,,,,,
10/17/2014,9:00:00,0.163,1.764,1007.25,2.064,,10/17/2014,9:00:00,-4.53,100,,,,,
10/17/2014,10:00:00,0.163,1.764,1007.55,2.064,,10/17/2014,10:00:00,-4.682,100,,,,,
10/17/2014,11:00:00,0.163,1.764,1008.05,2.062,,10/17/2014,11:00:00,-4.712,100,,,,,
10/17/2014,12:00:00,0.163,1.764,1008.25,2.062,,10/17/2014,12:00:00,-4.712,100,,,,,
10/17/2014,13:00:00,0.163,1.764,1008.35,2.063,,10/17/2014,13:00:00,-4.773,100,,,,,
10/17/2014,14:00:00,0.163,1.764,1008.45,2.062,,10/17/2014,14:00:00,-5.018,100,,,,,
10/17/2014,15:00:00,0.163,1.764,1008.55,2.062,,10/17/2014,15:00:00,-5.264,100,,,,,
10/17/2014,16:00:00,0.163,1.764,1008.55,2.061,,10/17/2014,16:00:00,-5.698,100,,,,,
10/17/2014,17:00:00,0.135,1.764,1008.65,2.063,,10/17/2014,17:00:00,-5.948,100,,,,,
10/17/2014,18:00:00,0.135,1.764,1008.95,2.06,,10/17/2014,18:00:00,-6.168,100,,,,,
10/17/2014,19:00:00,0.163,1.764,1008.95,2.06,,10/17/2014,19:00:00,-6.262,100,,,,,
10/17/2014,20:00:00,0.163,1.764,1009.15,2.061,,10/17/2014,20:00:00,-6.388,100,,,,,
10/17/2014,21:00:00,0.163,1.764,1009.35,2.063,,10/17/2014,21:00:00,-6.515,100,,,,,
10/17/2014,22:00:00,0.163,1.764,1009.45,2.06,,10/17/2014,22:00:00,-6.61,100,,,,,
10/17/2014,23:00:00,0.163,1.764,1009.45,2.06,,10/17/2014,23:00:00,-6.706,100,,,,,
10/18/2014,0:00:00,0.163,1.764,1009.55,2.061,,10/18/2014,0:00:00,-6.706,100,,,,,
10/18/2014,1:00:00,0.135,1.764,1009.75,2.057,,10/18/2014,1:00:00,-6.994,100,,,,,
10/18/2014,2:00:00,0.163,1.764,1009.75,2.059,,10/18/2014,2:00:00,-7.284,100,,,,,
10/18/2014,3:00:00,0.163,1.764,1009.65,2.06,,10/18/2014,3:00:00,-7.673,99.907,,,,,
10/18/2014,4:00:00,0.163,1.764,1009.75,2.06,,10/18/2014,4:00:00,-7.968,99.819,,,,,
10/18/2014,5:00:00,0.163,1.764,1009.85,2.059,,10/18/2014,5:00:00,-7.771,99.968,,,,,
10/18/2014,6:00:00,0.135,1.764,1009.95,2.058,,10/18/2014,6:00:00,-7.738,99.978,,,,,
10/18/2014,7:00:00,0.163,1.764,1010.05,2.059,,10/18/2014,7:00:00,-7.673,99.998,,,,,
10/18/2014,8:00:00,0.135,1.764,1010.05,2.059,,10/18/2014,8:00:00,-7.902,99.839,,,,,
10/18/2014,9:00:00,0.135,1.764,1010.15,2.058,,10/18/2014,9:00:00,-7.869,99.894,,,,,
10/18/2014,10:00:00,0.135,1.764,1010.35,2.058,,10/18/2014,10:00:00,-7.738,99.933,,,,,
10/18/2014,11:00:00,0.163,1.764,1010.25,2.057,,10/18/2014,11:00:00,-7.478,100,,,,,
10/18/2014,12:00:00,0.135,1.872,1010.35,2.058,,10/18/2014,12:00:00,-7.478,100,,,,,
10/18/2014,13:00:00,0.163,1.872,1010.45,2.057,,10/18/2014,13:00:00,-7.348,100,,,,,
10/18/2014,14:00:00,0.163,1.872,1010.45,2.055,,10/18/2014,14:00:00,-7.445,100,,,,,
10/18/2014,15:00:00,0.163,1.872,1010.25,2.055,,10/18/2014,15:00:00,-7.478,100,,,,,
10/18/2014,16:00:00,0.163,1.872,1010.05,2.051,,10/18/2014,16:00:00,-7.348,100,,,,,
10/18/2014,17:00:00,0.135,1.872,1009.95,2.055,,10/18/2014,17:00:00,-7.284,100,,,,,
10/18/2014,18:00:00,0.163,1.872,1010.05,2.054,,10/18/2014,18:00:00,-7.219,100,,,,,
10/18/2014,19:00:00,0.163,1.872,1009.85,2.054,,10/18/2014,19:00:00,-7.026,100,,,,,
10/18/2014,20:00:00,0.163,1.872,1009.85,2.054,,10/18/2014,20:00:00,-6.738,100,,,,,
10/18/2014,21:00:00,0.163,1.872,1009.85,2.051,,10/18/2014,21:00:00,-6.61,100,,,,,
10/18/2014,22:00:00,0.163,1.872,1009.75,2.052,,10/18/2014,22:00:00,-6.674,100,,,,,
10/18/2014,23:00:00,0.163,1.872,1009.75,2.054,,10/18/2014,23:00:00,-6.898,100,,,,,
10/19/2014,0:00:00,0.163,1.872,1009.95,2.052,,10/19/2014,0:00:00,-6.738,100,,,,,
10/19/2014,1:00:00,0.163,1.872,1009.95,2.052,,10/19/2014,1:00:00,-6.898,100,,,,,
10/19/2014,2:00:00,0.163,1.872,1009.95,2.052,,10/19/2014,2:00:00,-7.09,100,,,,,
10/19/2014,3:00:00,0.163,1.872,1009.85,2.049,,10/19/2014,3:00:00,-7.09,100,,,,,
10/19/2014,4:00:00,0.163,1.872,1009.65,2.048,,10/19/2014,4:00:00,-6.962,100,,,,,
10/19/2014,5:00:00,0.163,1.872,1009.45,2.05,,10/19/2014,5:00:00,-6.898,100,,,,,
10/19/2014,6:00:00,0.163,1.872,1009.05,2.047,,10/19/2014,6:00:00,-6.834,100,,,,,
10/19/2014,7:00:00,0.163,1.872,1008.75,2.047,,10/19/2014,7:00:00,-6.452,100,,,,,
10/19/2014,8:00:00,0.163,1.872,1008.35,2.049,,10/19/2014,8:00:00,-6.388,100,,,,,
10/19/2014,9:00:00,0.163,1.872,1007.95,2.053,,10/19/2014,9:00:00,-6.136,100,,,,,
10/19/2014,10:00:00,0.135,1.872,1007.95,2.053,,10/19/2014,10:00:00,-6.073,100,,,,,
10/19/2014,11:00:00,0.135,1.872,1007.85,2.051,,10/19/2014,11:00:00,-6.105,100,,,,,
10/19/2014,12:00:00,0.163,1.872,1007.55,2.049,,10/19/2014,12:00:00,-6.325,100,,,,,
10/19/2014,13:00:00,0.163,1.872,1007.15,2.048,,10/19/2014,13:00:00,-5.916,100,,,,,
10/19/2014,14:00:00,0.163,1.872,1006.55,2.052,,10/19/2014,14:00:00,-5.48,100,,,,,
10/19/2014,15:00:00,0.163,1.872,1005.85,2.053,,10/19/2014,15:00:00,-5.264,100,,,,,
10/19/2014,16:00:00,0.163,1.872,1005.55,2.056,,10/19/2014,16:00:00,-5.574,100,,,,,
10/19/2014,17:00:00,0.163,1.872,1005.35,2.054,,10/19/2014,17:00:00,-5.948,100,,,,,
10/19/2014,18:00:00,0.163,1.872,1004.95,2.057,,10/19/2014,18:00:00,-5.76,100,,,,,
10/19/2014,19:00:00,0.163,1.872,1004.55,2.057,,10/19/2014,19:00:00,-5.388,100,,,,,
10/19/2014,20:00:00,0.163,1.872,1004.25,2.06,,10/19/2014,20:00:00,-5.698,100,,,,,
10/19/2014,21:00:00,0.163,1.872,1004.05,2.057,,10/19/2014,21:00:00,-5.948,100,,,,,
10/19/2014,22:00:00,0.163,1.872,1003.65,2.061,,10/19/2014,22:00:00,-5.854,100,,,,,
10/19/2014,23:00:00,0.163,1.872,1003.45,2.062,,10/19/2014,23:00:00,-5.823,100,,,,,
10/20/2014,0:00:00,0.135,1.872,1003.25,2.062,,10/20/2014,0:00:00,-5.948,100,,,,,
10/20/2014,1:00:00,0.163,1.872,1003.15,2.063,,10/20/2014,1:00:00,-5.948,100,,,,,
10/20/2014,2:00:00,0.163,1.872,1002.75,2.064,,10/20/2014,2:00:00,-5.854,100,,,,,
10/20/2014,3:00:00,0.163,1.872,1002.35,2.068,,10/20/2014,3:00:00,-6.01,100,,,,,
10/20/2014,4:00:00,0.163,1.872,1001.85,2.07,,10/20/2014,4:00:00,-6.168,100,,,,,
10/20/2014,5:00:00,0.163,1.872,1001.45,2.072,,10/20/2014,5:00:00,-6.105,100,,,,,
10/20/2014,6:00:00,0.163,1.872,1001.15,2.075,,10/20/2014,6:00:00,-5.885,100,,,,,
10/20/2014,7:00:00,0.163,1.872,1000.85,2.08,,10/20/2014,7:00:00,-5.636,100,,,,,
10/20/2014,8:00:00,0.163,1.872,1000.65,2.082,,10/20/2014,8:00:00,-5.698,100,,,,,
10/20/2014,9:00:00,0.163,1.872,1000.75,2.084,,10/20/2014,9:00:00,-5.729,100,,,,,
10/20/2014,10:00:00,0.135,1.872,1000.75,2.084,,10/20/2014,10:00:00,-5.449,100,,,,,
10/20/2014,11:00:00,0.163,1.872,1000.75,2.089,,10/20/2014,11:00:00,-5.76,100,,,,,
10/20/2014,12:00:00,0.163,1.872,1001.15,2.09,,10/20/2014,12:00:00,-5.823,100,,,,,
10/20/2014,13:00:00,0.163,1.872,1001.15,2.092,,10/20/2014,13:00:00,-6.01,100,,,,,
10/20/2014,14:00:00,0.163,1.872,1001.35,2.093,,10/20/2014,14:00:00,-6.515,100,,,,,
10/20/2014,15:00:00,0.163,1.872,1001.45,2.096,,10/20/2014,15:00:00,-6.642,100,,,,,
10/20/2014,16:00:00,0.163,1.872,1001.85,2.097,,10/20/2014,16:00:00,-7.026,100,,,,,
10/20/2014,17:00:00,0.163,1.872,1002.05,2.095,,10/20/2014,17:00:00,-7.381,100,,,,,
10/20/2014,18:00:00,0.163,1.872,1002.25,2.096,,10/20/2014,18:00:00,-7.804,99.913,,,,,
10/20/2014,19:00:00,0.163,1.872,1002.65,2.099,,10/20/2014,19:00:00,-7.836,99.904,,,,,
10/20/2014,20:00:00,0.135,1.872,1002.95,2.099,,10/20/2014,20:00:00,-8.297,99.631,,,,,
10/20/2014,21:00:00,0.163,1.872,1003.45,2.099,,10/20/2014,21:00:00,-8.397,99.511,,,,,
10/20/2014,22:00:00,0.135,1.872,1004.05,2.096,,10/20/2014,22:00:00,-8.463,99.536,,,,,
10/20/2014,23:00:00,0.163,1.872,1004.45,2.097,,10/20/2014,23:00:00,-8.497,99.481,,,,,
10/21/2014,0:00:00,0.135,1.872,1005.15,2.094,,10/21/2014,0:00:00,-8.697,99.376,,,,,
10/21/2014,1:00:00,0.163,1.872,1005.75,2.091,,10/21/2014,1:00:00,-8.663,99.386,,,,,
10/21/2014,2:00:00,0.135,1.872,1006.15,2.087,,10/21/2014,2:00:00,-8.563,99.416,,,,,
10/21/2014,3:00:00,0.135,1.872,1006.65,2.085,,10/21/2014,3:00:00,-8.53,99.449,,,,,
10/21/2014,4:00:00,0.135,1.872,1006.95,2.086,,10/21/2014,4:00:00,-8.597,99.406,,,,,
10/21/2014,5:00:00,0.135,1.872,1007.35,2.078,,10/21/2014,5:00:00,-8.463,99.491,,,,,
10/21/2014,6:00:00,0.135,1.872,1007.55,2.081,,10/21/2014,6:00:00,-8.297,99.608,,,,,
10/21/2014,7:00:00,0.135,1.872,1007.95,2.08,,10/21/2014,7:00:00,-8.264,99.573,,,,,
10/21/2014,8:00:00,0.135,1.872,1008.35,2.08,,10/21/2014,8:00:00,-8.297,99.541,,,,,
10/21/2014,9:00:00,0.135,1.872,1008.75,2.079,,10/21/2014,9:00:00,-8.198,99.638,,,,,
10/21/2014,10:00:00,0.135,1.872,1009.25,2.077,,10/21/2014,10:00:00,-8.53,99.426,,,,,
10/21/2014,11:00:00,0.135,1.98,1009.55,2.078,,10/21/2014,11:00:00,-8.397,99.511,,,,,
10/21/2014,12:00:00,0.135,1.98,1010.05,2.074,,10/21/2014,12:00:00,-8.297,99.586,,,,,
10/21/2014,13:00:00,0.135,1.98,1010.15,2.072,,10/21/2014,13:00:00,-8.364,99.566,,,,,
10/21/2014,14:00:00,0.135,1.98,1010.35,2.07,,10/21/2014,14:00:00,-8.297,99.586,,,,,
10/21/2014,15:00:00,0.163,1.98,1010.45,2.07,,10/21/2014,15:00:00,-8.397,99.511,,,,,
10/21/2014,16:00:00,0.163,1.98,1010.55,2.066,,10/21/2014,16:00:00,-7.869,99.871,,,,,
10/21/2014,17:00:00,0.163,1.98,1010.55,2.069,,10/21/2014,17:00:00,-7.348,100,,,,,
