,,WTS-28,WP12-28,,,,Float,,,,,Cond-3,,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, meters",,Date,"Time, AST",TempC,RH%,,Date,"Time, GMT-05:00","Full Range, ?S/cm","Temp, °C"
6/26/2015,5:00:00,12.799,12.883,999.85,1.767,,6/26/2015,5:00:00,8.841,100,,,,,
6/26/2015,6:00:00,12.678,12.787,999.75,1.768,,6/26/2015,6:00:00,8.07,100,,,,,
6/26/2015,7:00:00,12.63,12.69,999.95,1.773,,6/26/2015,7:00:00,7.695,100,,,,,
6/26/2015,8:00:00,12.582,12.69,1000.15,1.771,,6/26/2015,8:00:00,7.67,100,,,,,
6/26/2015,9:00:00,12.461,12.304,1000.35,1.772,,6/26/2015,9:00:00,7.72,100,,,,,
6/26/2015,10:00:00,12.389,12.401,1000.55,1.77,,6/26/2015,10:00:00,7.419,100,,,,,
6/26/2015,11:00:00,12.292,12.401,1000.75,1.769,,6/26/2015,11:00:00,7.67,100,,,,,
6/26/2015,12:00:00,12.292,12.401,1000.95,1.769,,6/26/2015,12:00:00,7.469,100,,,,,
6/26/2015,13:00:00,12.292,12.401,1000.85,1.772,,6/26/2015,13:00:00,8.02,100,,,,,
6/26/2015,14:00:00,12.34,12.401,1000.95,1.769,,6/26/2015,14:00:00,8.369,100,,,,,
6/26/2015,15:00:00,12.437,12.497,1000.95,1.769,,6/26/2015,15:00:00,9.139,100,,,,,
6/26/2015,16:00:00,12.485,12.497,1001.05,1.768,,6/26/2015,16:00:00,9.287,100,,,,,
6/26/2015,17:00:00,12.485,12.594,1001.15,1.767,,6/26/2015,17:00:00,9.312,100,,,,,
6/26/2015,18:00:00,12.461,12.594,1001.65,1.769,,6/26/2015,18:00:00,9.534,100,,,,,
6/26/2015,19:00:00,12.534,12.497,1001.95,1.771,,6/26/2015,19:00:00,9.854,100,,,,,
6/26/2015,20:00:00,12.485,12.594,1002.25,1.768,,6/26/2015,20:00:00,10.394,100,,,,,
6/26/2015,21:00:00,12.437,12.497,1002.55,1.768,,6/26/2015,21:00:00,8.643,100,,,,,
6/26/2015,22:00:00,12.389,12.497,1003.05,1.768,,6/26/2015,22:00:00,8.469,100,,,,,
6/26/2015,23:00:00,12.268,12.401,1003.95,1.771,,6/26/2015,23:00:00,8.22,100,,,,,
6/27/2015,0:00:00,12.268,12.304,1004.75,1.769,,6/27/2015,0:00:00,7.795,100,,,,,
6/27/2015,1:00:00,12.05,12.207,1005.35,1.767,,6/27/2015,1:00:00,7.619,100,,,,,
6/27/2015,2:00:00,12.05,12.11,1005.95,1.771,,6/27/2015,2:00:00,7.419,100,,,,,
6/27/2015,3:00:00,11.977,12.11,1006.55,1.768,,6/27/2015,3:00:00,7.116,100,,,,,
6/27/2015,4:00:00,11.977,12.013,1006.75,1.766,,6/27/2015,4:00:00,7.142,100,,,,,
6/27/2015,5:00:00,11.953,12.013,1007.05,1.764,,6/27/2015,5:00:00,6.914,100,,,,,
6/27/2015,6:00:00,11.832,11.916,1007.65,1.767,,6/27/2015,6:00:00,7.167,100,,,,,
6/27/2015,7:00:00,11.71,11.819,1008.15,1.763,,6/27/2015,7:00:00,7.343,100,,,,,
6/27/2015,8:00:00,11.686,11.819,1008.35,1.766,,6/27/2015,8:00:00,7.469,100,,,,,
6/27/2015,9:00:00,11.589,11.722,1008.75,1.764,,6/27/2015,9:00:00,7.645,100,,,,,
6/27/2015,10:00:00,11.589,11.625,1008.95,1.765,,6/27/2015,10:00:00,7.845,100,,,,,
6/27/2015,11:00:00,11.589,11.625,1009.25,1.764,,6/27/2015,11:00:00,8.519,100,,,,,
6/27/2015,12:00:00,11.71,11.722,1009.75,1.765,,6/27/2015,12:00:00,8.866,100,,,,,
6/27/2015,13:00:00,11.71,11.819,1009.85,1.766,,6/27/2015,13:00:00,9.41,100,,,,,
6/27/2015,14:00:00,11.807,11.916,1009.95,1.765,,6/27/2015,14:00:00,10.198,100,,,,,
6/27/2015,15:00:00,11.953,12.013,1009.85,1.763,,6/27/2015,15:00:00,10.418,100,,,,,
6/27/2015,16:00:00,12.025,12.11,1009.85,1.768,,6/27/2015,16:00:00,11.662,99.708,,,,,
6/27/2015,17:00:00,12.195,12.304,1009.85,1.765,,6/27/2015,17:00:00,11.297,99.631,,,,,
6/27/2015,18:00:00,12.292,12.401,1009.85,1.765,,6/27/2015,18:00:00,11.273,99.798,,,,,
6/27/2015,19:00:00,12.389,12.401,1009.85,1.765,,6/27/2015,19:00:00,11.151,100,,,,,
6/27/2015,20:00:00,12.364,12.497,1009.75,1.766,,6/27/2015,20:00:00,10.834,100,,,,,
6/27/2015,21:00:00,12.364,12.497,1009.95,1.766,,6/27/2015,21:00:00,10.467,100,,,,,
6/27/2015,22:00:00,12.34,12.401,1009.85,1.767,,6/27/2015,22:00:00,10.712,100,,,,,
6/27/2015,23:00:00,12.292,12.401,1009.65,1.765,,6/27/2015,23:00:00,11.005,100,,,,,
6/28/2015,0:00:00,12.171,12.304,1009.55,1.763,,6/28/2015,0:00:00,10.541,100,,,,,
6/28/2015,1:00:00,12.171,12.207,1009.25,1.762,,6/28/2015,1:00:00,10.834,100,,,,,
6/28/2015,2:00:00,12.171,12.207,1009.05,1.763,,6/28/2015,2:00:00,10.198,100,,,,,
6/28/2015,3:00:00,12.171,12.207,1008.65,1.762,,6/28/2015,3:00:00,10.369,100,,,,,
6/28/2015,4:00:00,12.122,12.207,1008.15,1.76,,6/28/2015,4:00:00,10.932,100,,,,,
6/28/2015,5:00:00,12.098,12.207,1007.65,1.765,,6/28/2015,5:00:00,11.419,100,,,,,
6/28/2015,6:00:00,12.05,11.916,1007.05,1.761,,6/28/2015,6:00:00,11.71,100,,,,,
6/28/2015,7:00:00,11.88,12.013,1006.85,1.768,,6/28/2015,7:00:00,11.953,100,,,,,
6/28/2015,8:00:00,12.05,12.013,1006.55,1.771,,6/28/2015,8:00:00,12.727,100,,,,,
6/28/2015,9:00:00,12.219,12.207,1006.15,1.763,,6/28/2015,9:00:00,14.433,100,,,,,
6/28/2015,10:00:00,12.292,12.304,1005.65,1.765,,6/28/2015,10:00:00,15.605,100,,,,,
6/28/2015,11:00:00,12.437,12.497,1005.65,1.765,,6/28/2015,11:00:00,14.888,98.74,,,,,
6/28/2015,12:00:00,12.558,12.594,1005.55,1.765,,6/28/2015,12:00:00,14.936,97.786,,,,,
6/28/2015,13:00:00,12.799,12.883,1005.55,1.767,,6/28/2015,13:00:00,15.079,96.673,,,,,
6/28/2015,14:00:00,13.377,13.173,1005.55,1.767,,6/28/2015,14:00:00,15.652,89.795,,,,,
6/28/2015,15:00:00,13.666,13.75,1005.25,1.762,,6/28/2015,15:00:00,16.606,81.837,,,,,
6/28/2015,16:00:00,13.882,13.942,1004.85,1.763,,6/28/2015,16:00:00,16.439,83.505,,,,,
6/28/2015,17:00:00,13.882,13.942,1004.75,1.764,,6/28/2015,17:00:00,15.414,85.258,,,,,
6/28/2015,18:00:00,14.002,14.038,1004.85,1.76,,6/28/2015,18:00:00,15.318,87.338,,,,,
6/28/2015,19:00:00,13.954,14.038,1004.65,1.762,,6/28/2015,19:00:00,16.01,84.554,,,,,
6/28/2015,20:00:00,14.002,14.038,1004.15,1.763,,6/28/2015,20:00:00,14.984,89.339,,,,,
6/28/2015,21:00:00,14.05,14.134,1003.95,1.766,,6/28/2015,21:00:00,14.601,90.172,,,,,
6/28/2015,22:00:00,14.194,14.23,1003.95,1.764,,6/28/2015,22:00:00,13.93,91.346,,,,,
6/28/2015,23:00:00,14.05,14.134,1003.95,1.762,,6/28/2015,23:00:00,13.305,94.122,,,,,
6/29/2015,0:00:00,13.978,14.038,1003.95,1.764,,6/29/2015,0:00:00,12.751,94.62,,,,,
6/29/2015,1:00:00,13.786,13.846,1003.75,1.759,,6/29/2015,1:00:00,13.016,95.791,,,,,
6/29/2015,2:00:00,13.69,13.75,1003.55,1.759,,6/29/2015,2:00:00,13.305,94.688,,,,,
6/29/2015,3:00:00,13.786,13.75,1003.35,1.759,,6/29/2015,3:00:00,13.618,96.155,,,,,
6/29/2015,4:00:00,13.762,13.846,1003.35,1.758,,6/29/2015,4:00:00,13.834,96.826,,,,,
6/29/2015,5:00:00,13.666,13.75,1003.15,1.76,,6/29/2015,5:00:00,13.834,96.52,,,,,
6/29/2015,6:00:00,13.666,13.75,1003.05,1.759,,6/29/2015,6:00:00,14.745,92.049,,,,,
6/29/2015,7:00:00,13.594,13.654,1002.95,1.76,,6/29/2015,7:00:00,14.984,88.994,,,,,
6/29/2015,8:00:00,13.738,13.75,1003.15,1.761,,6/29/2015,8:00:00,15.151,89.672,,,,,
6/29/2015,9:00:00,13.834,13.846,1003.45,1.762,,6/29/2015,9:00:00,16.773,79.765,,,,,
6/29/2015,10:00:00,13.978,13.942,1003.45,1.762,,6/29/2015,10:00:00,17.011,76.843,,,,,
6/29/2015,11:00:00,14.194,14.23,1003.65,1.762,,6/29/2015,11:00:00,17.034,71.601,,,,,
6/29/2015,12:00:00,14.146,14.23,1003.65,1.759,,6/29/2015,12:00:00,17.415,72.135,,,,,
6/29/2015,13:00:00,14.17,14.23,1003.55,1.761,,6/29/2015,13:00:00,17.677,72.272,,,,,
6/29/2015,14:00:00,14.481,14.517,1003.55,1.763,,6/29/2015,14:00:00,17.32,73.065,,,,,
6/29/2015,15:00:00,14.768,14.804,1004.05,1.76,,6/29/2015,15:00:00,16.034,76.585,,,,,
6/29/2015,16:00:00,14.768,14.804,1004.55,1.762,,6/29/2015,16:00:00,16.511,76.232,,,,,
6/29/2015,17:00:00,14.721,14.804,1005.15,1.757,,6/29/2015,17:00:00,15.891,81.982,,,,,
6/29/2015,18:00:00,14.697,14.804,1005.65,1.759,,6/29/2015,18:00:00,13.449,93.591,,,,,
6/29/2015,19:00:00,14.721,14.804,1006.15,1.759,,6/29/2015,19:00:00,12.871,95.497,,,,,
6/29/2015,20:00:00,14.649,14.709,1006.55,1.757,,6/29/2015,20:00:00,12.775,97.859,,,,,
6/29/2015,21:00:00,14.553,14.613,1006.55,1.758,,6/29/2015,21:00:00,12.582,98.814,,,,,
6/29/2015,22:00:00,14.577,14.613,1006.65,1.757,,6/29/2015,22:00:00,12.389,99.312,,,,,
6/29/2015,23:00:00,14.768,14.709,1006.85,1.759,,6/29/2015,23:00:00,12.437,100,,,,,
6/30/2015,0:00:00,14.745,14.804,1006.85,1.761,,6/30/2015,0:00:00,12.799,100,,,,,
6/30/2015,1:00:00,14.721,14.804,1006.75,1.762,,6/30/2015,1:00:00,13.594,100,,,,,
6/30/2015,2:00:00,14.649,14.325,1006.75,1.756,,6/30/2015,2:00:00,13.57,100,,,,,
6/30/2015,3:00:00,14.553,14.421,1006.65,1.757,,6/30/2015,3:00:00,13.642,99.76,,,,,
6/30/2015,4:00:00,14.457,14.421,1006.75,1.756,,6/30/2015,4:00:00,14.098,99.08,,,,,
6/30/2015,5:00:00,14.409,14.421,1006.85,1.757,,6/30/2015,5:00:00,14.337,100,,,,,
6/30/2015,6:00:00,14.361,14.421,1006.85,1.758,,6/30/2015,6:00:00,14.314,96.674,,,,,
6/30/2015,7:00:00,14.361,14.421,1007.15,1.757,,6/30/2015,7:00:00,14.218,97.184,,,,,
6/30/2015,8:00:00,14.337,14.421,1007.25,1.758,,6/30/2015,8:00:00,13.257,97.23,,,,,
6/30/2015,9:00:00,14.385,14.421,1007.45,1.757,,6/30/2015,9:00:00,13.353,94.367,,,,,
6/30/2015,10:00:00,14.409,14.421,1007.75,1.758,,6/30/2015,10:00:00,14.194,89.49,,,,,
6/30/2015,11:00:00,14.529,14.517,1007.85,1.757,,6/30/2015,11:00:00,14.625,87.788,,,,,
6/30/2015,12:00:00,14.601,14.613,1008.05,1.755,,6/30/2015,12:00:00,14.768,87.635,,,,,
6/30/2015,13:00:00,14.745,14.709,1007.95,1.754,,6/30/2015,13:00:00,15.605,83.07,,,,,
6/30/2015,14:00:00,15.055,14.9,1007.85,1.757,,6/30/2015,14:00:00,17.106,77.596,,,,,
6/30/2015,15:00:00,15.318,14.9,1007.85,1.757,,6/30/2015,15:00:00,17.011,78.25,,,,,
6/30/2015,16:00:00,15.629,14.996,1007.75,1.757,,6/30/2015,16:00:00,16.796,78.401,,,,,
6/30/2015,17:00:00,15.438,14.996,1007.65,1.758,,6/30/2015,17:00:00,15.748,84.739,,,,,
6/30/2015,18:00:00,15.127,14.9,1008.05,1.755,,6/30/2015,18:00:00,14.984,92.292,,,,,
6/30/2015,19:00:00,14.984,14.9,1008.05,1.754,,6/30/2015,19:00:00,14.673,95.485,,,,,
6/30/2015,20:00:00,14.888,14.996,1008.25,1.757,,6/30/2015,20:00:00,11.589,100,,,,,
6/30/2015,21:00:00,14.792,14.9,1008.65,1.756,,6/30/2015,21:00:00,11.953,100,,,,,
6/30/2015,22:00:00,14.768,14.9,1009.05,1.754,,6/30/2015,22:00:00,11.443,100,,,,,
6/30/2015,23:00:00,14.84,14.9,1009.65,1.758,,6/30/2015,23:00:00,11.127,100,,,,,
7/1/2015,0:00:00,14.673,14.709,1009.95,1.753,,7/1/2015,0:00:00,11.224,100,,,,,
7/1/2015,1:00:00,14.601,14.709,1010.15,1.752,,7/1/2015,1:00:00,10.785,100,,,,,
7/1/2015,2:00:00,14.481,14.613,1010.15,1.754,,7/1/2015,2:00:00,10.541,100,,,,,
7/1/2015,3:00:00,14.409,14.517,1010.15,1.754,,7/1/2015,3:00:00,10.565,100,,,,,
7/1/2015,4:00:00,14.29,14.421,1010.25,1.754,,7/1/2015,4:00:00,10.516,99.834,,,,,
7/1/2015,5:00:00,14.002,14.134,1010.15,1.752,,7/1/2015,5:00:00,10.394,100,,,,,
7/1/2015,6:00:00,13.882,13.942,1010.25,1.752,,7/1/2015,6:00:00,10.492,100,,,,,
7/1/2015,7:00:00,13.834,13.942,1010.35,1.753,,7/1/2015,7:00:00,10.59,99.309,,,,,
7/1/2015,8:00:00,13.93,13.942,1010.45,1.752,,7/1/2015,8:00:00,10.785,98.892,,,,,
7/1/2015,9:00:00,13.618,13.75,1010.35,1.753,,7/1/2015,9:00:00,11.102,98.456,,,,,
7/1/2015,10:00:00,13.714,13.75,1010.45,1.752,,7/1/2015,10:00:00,10.98,97.997,,,,,
7/1/2015,11:00:00,13.497,13.654,1010.75,1.755,,7/1/2015,11:00:00,11.297,98.359,,,,,
7/1/2015,12:00:00,13.594,13.558,1010.55,1.754,,7/1/2015,12:00:00,12.219,95.069,,,,,
7/1/2015,13:00:00,13.69,13.75,1010.25,1.752,,7/1/2015,13:00:00,12.992,89.3,,,,,
7/1/2015,14:00:00,13.834,13.942,1010.15,1.753,,7/1/2015,14:00:00,13.353,83.349,,,,,
7/1/2015,15:00:00,14.05,14.038,1009.75,1.751,,7/1/2015,15:00:00,14.481,79.106,,,,,
7/1/2015,16:00:00,14.314,14.134,1009.45,1.752,,7/1/2015,16:00:00,14.697,76.813,,,,,
7/1/2015,17:00:00,14.601,14.325,1009.05,1.753,,7/1/2015,17:00:00,15.223,74.84,,,,,
7/1/2015,18:00:00,14.601,14.421,1008.85,1.753,,7/1/2015,18:00:00,15.223,76.221,,,,,
7/1/2015,19:00:00,14.697,14.421,1008.55,1.753,,7/1/2015,19:00:00,15.055,82.18,,,,,
7/1/2015,20:00:00,14.673,14.517,1008.25,1.754,,7/1/2015,20:00:00,14.888,84.242,,,,,
7/1/2015,21:00:00,14.625,14.709,1008.15,1.752,,7/1/2015,21:00:00,14.936,85.984,,,,,
7/1/2015,22:00:00,14.577,14.709,1007.85,1.754,,7/1/2015,22:00:00,14.529,89.81,,,,,
7/1/2015,23:00:00,14.529,14.613,1007.65,1.75,,7/1/2015,23:00:00,14.074,95.585,,,,,
7/2/2015,0:00:00,14.433,14.517,1007.45,1.754,,7/2/2015,0:00:00,13.425,97.479,,,,,
7/2/2015,1:00:00,14.337,14.421,1007.15,1.752,,7/2/2015,1:00:00,12.63,98.223,,,,,
7/2/2015,2:00:00,14.218,14.325,1007.05,1.753,,7/2/2015,2:00:00,11.71,98.999,,,,,
7/2/2015,3:00:00,14.218,14.325,1006.95,1.751,,7/2/2015,3:00:00,11.321,99.489,,,,,
7/2/2015,4:00:00,14.17,14.23,1006.65,1.75,,7/2/2015,4:00:00,11.419,99.142,,,,,
7/2/2015,5:00:00,14.146,14.23,1006.65,1.752,,7/2/2015,5:00:00,11.783,99.643,,,,,
7/2/2015,6:00:00,14.098,14.23,1006.35,1.751,,7/2/2015,6:00:00,12.074,99.474,,,,,
7/2/2015,7:00:00,14.098,14.23,1006.45,1.75,,7/2/2015,7:00:00,12.871,99.195,,,,,
7/2/2015,8:00:00,14.098,14.134,1006.55,1.751,,7/2/2015,8:00:00,13.473,92.301,,,,,
7/2/2015,9:00:00,14.098,14.23,1006.75,1.751,,7/2/2015,9:00:00,12.847,94.517,,,,,
7/2/2015,10:00:00,14.074,14.134,1006.95,1.752,,7/2/2015,10:00:00,13.209,91.869,,,,,
7/2/2015,11:00:00,14.074,14.23,1006.95,1.75,,7/2/2015,11:00:00,13.81,86.792,,,,,
7/2/2015,12:00:00,14.17,14.23,1007.05,1.751,,7/2/2015,12:00:00,14.337,85.332,,,,,
7/2/2015,13:00:00,14.242,14.325,1007.15,1.752,,7/2/2015,13:00:00,13.93,89.029,,,,,
7/2/2015,14:00:00,14.314,14.421,1007.55,1.751,,7/2/2015,14:00:00,14.05,95.347,,,,,
7/2/2015,15:00:00,14.361,14.517,1007.75,1.749,,7/2/2015,15:00:00,13.666,95.169,,,,,
7/2/2015,16:00:00,14.433,14.517,1008.35,1.752,,7/2/2015,16:00:00,13.257,97.535,,,,,
7/2/2015,17:00:00,14.457,14.517,1008.85,1.75,,7/2/2015,17:00:00,13.594,90.999,,,,,
7/2/2015,18:00:00,14.457,14.517,1009.25,1.753,,7/2/2015,18:00:00,13.449,91.251,,,,,
7/2/2015,19:00:00,14.457,14.517,1009.65,1.75,,7/2/2015,19:00:00,13.473,88.255,,,,,
7/2/2015,20:00:00,14.457,14.517,1010.15,1.752,,7/2/2015,20:00:00,14.146,86.175,,,,,
7/2/2015,21:00:00,14.457,14.613,1010.65,1.749,,7/2/2015,21:00:00,13.112,90.381,,,,,
7/2/2015,22:00:00,14.361,14.421,1011.35,1.75,,7/2/2015,22:00:00,12.509,92.418,,,,,
7/2/2015,23:00:00,14.314,14.421,1012.05,1.751,,7/2/2015,23:00:00,12.025,95.324,,,,,
7/3/2015,0:00:00,14.29,14.421,1012.55,1.75,,7/3/2015,0:00:00,11.37,96.822,,,,,
7/3/2015,1:00:00,14.218,14.325,1013.35,1.748,,7/3/2015,1:00:00,11.394,94.443,,,,,
7/3/2015,2:00:00,14.194,14.325,1013.65,1.75,,7/3/2015,2:00:00,11.686,94.315,,,,,
7/3/2015,3:00:00,14.146,14.23,1013.95,1.749,,7/3/2015,3:00:00,11.759,94.488,,,,,
7/3/2015,4:00:00,14.098,14.23,1014.35,1.751,,7/3/2015,4:00:00,11.783,94.903,,,,,
7/3/2015,5:00:00,14.026,14.038,1014.95,1.749,,7/3/2015,5:00:00,10.516,98.643,,,,,
7/3/2015,6:00:00,13.954,14.038,1015.35,1.75,,7/3/2015,6:00:00,10.173,99.837,,,,,
7/3/2015,7:00:00,13.906,13.942,1015.85,1.75,,7/3/2015,7:00:00,10.834,98.681,,,,,
7/3/2015,8:00:00,13.93,14.038,1016.45,1.749,,7/3/2015,8:00:00,11.175,97.071,,,,,
7/3/2015,9:00:00,14.026,14.038,1016.65,1.75,,7/3/2015,9:00:00,11.613,94.96,,,,,
7/3/2015,10:00:00,14.122,14.23,1017.05,1.748,,7/3/2015,10:00:00,12.05,91.886,,,,,
7/3/2015,11:00:00,14.194,14.23,1017.45,1.749,,7/3/2015,11:00:00,12.461,87.587,,,,,
7/3/2015,12:00:00,14.314,14.23,1017.55,1.751,,7/3/2015,12:00:00,13.161,84.224,,,,,
7/3/2015,13:00:00,14.361,14.23,1017.75,1.749,,7/3/2015,13:00:00,12.678,86.63,,,,,
7/3/2015,14:00:00,14.314,14.421,1018.15,1.749,,7/3/2015,14:00:00,12.727,86.641,,,,,
7/3/2015,15:00:00,14.505,14.613,1018.25,1.75,,7/3/2015,15:00:00,13.401,82.872,,,,,
7/3/2015,16:00:00,14.768,14.709,1018.25,1.751,,7/3/2015,16:00:00,13.882,80.631,,,,,
7/3/2015,17:00:00,14.816,14.709,1018.55,1.75,,7/3/2015,17:00:00,14.218,77.439,,,,,
7/3/2015,18:00:00,14.888,14.709,1018.85,1.75,,7/3/2015,18:00:00,13.834,85.08,,,,,
7/3/2015,19:00:00,14.84,14.996,1019.15,1.751,,7/3/2015,19:00:00,13.858,84.222,,,,,
7/3/2015,20:00:00,14.816,14.9,1019.65,1.747,,7/3/2015,20:00:00,13.064,88.209,,,,,
7/3/2015,21:00:00,14.745,14.804,1019.75,1.75,,7/3/2015,21:00:00,12.992,88.615,,,,,
7/3/2015,22:00:00,14.721,14.804,1019.95,1.749,,7/3/2015,22:00:00,12.871,87.924,,,,,
7/3/2015,23:00:00,14.721,14.709,1020.15,1.751,,7/3/2015,23:00:00,12.678,90.613,,,,,
7/4/2015,0:00:00,14.577,14.613,1020.25,1.75,,7/4/2015,0:00:00,12.63,92.267,,,,,
7/4/2015,1:00:00,14.385,14.517,1020.35,1.748,,7/4/2015,1:00:00,12.389,94.96,,,,,
7/4/2015,2:00:00,14.337,14.421,1020.45,1.749,,7/4/2015,2:00:00,12.509,97.155,,,,,
7/4/2015,3:00:00,14.505,14.421,1020.85,1.747,,7/4/2015,3:00:00,12.025,98.56,,,,,
7/4/2015,4:00:00,14.481,14.517,1020.95,1.746,,7/4/2015,4:00:00,12.364,96.178,,,,,
7/4/2015,5:00:00,14.409,14.517,1020.85,1.747,,7/4/2015,5:00:00,13.016,96.301,,,,,
7/4/2015,6:00:00,14.314,14.421,1020.75,1.751,,7/4/2015,6:00:00,13.69,95.149,,,,,
7/4/2015,7:00:00,14.337,14.421,1020.85,1.747,,7/4/2015,7:00:00,14.266,92.815,,,,,
7/4/2015,8:00:00,14.433,14.517,1020.95,1.749,,7/4/2015,8:00:00,15.008,90.008,,,,,
7/4/2015,9:00:00,14.409,14.517,1020.85,1.747,,7/4/2015,9:00:00,15.867,83.512,,,,,
7/4/2015,10:00:00,14.673,14.613,1020.85,1.747,,7/4/2015,10:00:00,17.534,74.908,,,,,
7/4/2015,11:00:00,15.103,14.709,1020.75,1.75,,7/4/2015,11:00:00,18.105,66.111,,,,,
7/4/2015,12:00:00,15.629,14.9,1020.35,1.749,,7/4/2015,12:00:00,17.938,66.111,,,,,
7/4/2015,13:00:00,16.082,15.091,1020.15,1.749,,7/4/2015,13:00:00,18.057,68.951,,,,,
7/4/2015,14:00:00,15.986,15.282,1019.75,1.75,,7/4/2015,14:00:00,18.343,64.613,,,,,
7/4/2015,15:00:00,16.296,15.282,1019.45,1.752,,7/4/2015,15:00:00,18.723,63.068,,,,,
7/4/2015,16:00:00,16.773,15.569,1019.25,1.751,,7/4/2015,16:00:00,20.412,52.984,,,,,
7/4/2015,17:00:00,17.082,15.855,1018.85,1.75,,7/4/2015,17:00:00,22.298,51.808,,,,,
7/4/2015,18:00:00,17.153,15.951,1018.65,1.749,,7/4/2015,18:00:00,21.032,55.771,,,,,
7/4/2015,19:00:00,17.32,15.951,1018.65,1.749,,7/4/2015,19:00:00,19.27,66.731,,,,,
7/4/2015,20:00:00,17.034,15.951,1018.65,1.747,,7/4/2015,20:00:00,19.318,65.048,,,,,
7/4/2015,21:00:00,16.844,16.046,1018.75,1.746,,7/4/2015,21:00:00,16.558,91.848,,,,,
7/4/2015,22:00:00,16.63,16.713,1018.95,1.746,,7/4/2015,22:00:00,15.724,100,,,,,
7/4/2015,23:00:00,16.415,16.523,1018.95,1.75,,7/4/2015,23:00:00,15.867,100,,,,,
7/5/2015,0:00:00,16.392,16.523,1019.45,1.745,,7/5/2015,0:00:00,15.963,100,,,,,
7/5/2015,1:00:00,16.296,16.427,1019.65,1.742,,7/5/2015,1:00:00,15.294,100,,,,,
7/5/2015,2:00:00,16.225,16.332,1019.55,1.743,,7/5/2015,2:00:00,14.912,100,,,,,
7/5/2015,3:00:00,16.272,16.332,1019.55,1.745,,7/5/2015,3:00:00,14.721,100,,,,,
7/5/2015,4:00:00,16.249,16.332,1019.75,1.745,,7/5/2015,4:00:00,14.888,100,,,,,
7/5/2015,5:00:00,16.296,16.237,1019.85,1.738,,7/5/2015,5:00:00,15.318,100,,,,,
7/5/2015,6:00:00,16.463,16.237,1019.85,1.742,,7/5/2015,6:00:00,15.629,100,,,,,
7/5/2015,7:00:00,16.439,16.523,1019.75,1.743,,7/5/2015,7:00:00,16.344,100,,,,,
7/5/2015,8:00:00,16.129,15.951,1019.45,1.746,,7/5/2015,8:00:00,16.582,99.967,,,,,
7/5/2015,9:00:00,16.177,16.046,1019.45,1.749,,7/5/2015,9:00:00,15.7,100,,,,,
7/5/2015,10:00:00,16.487,16.523,1019.45,1.748,,7/5/2015,10:00:00,15.724,100,,,,,
7/5/2015,11:00:00,16.773,16.808,1019.25,1.749,,7/5/2015,11:00:00,16.082,100,,,,,
7/5/2015,12:00:00,16.915,16.999,1019.05,1.753,,7/5/2015,12:00:00,16.106,100,,,,,
7/5/2015,13:00:00,17.034,17.094,1018.95,1.755,,7/5/2015,13:00:00,15.939,99.409,,,,,
7/5/2015,14:00:00,17.082,17.284,1018.45,1.756,,7/5/2015,14:00:00,15.652,98.771,,,,,
7/5/2015,15:00:00,17.558,17.57,1017.85,1.747,,7/5/2015,15:00:00,16.415,98.545,,,,,
7/5/2015,16:00:00,17.486,17.57,1017.55,1.753,,7/5/2015,16:00:00,16.487,100,,,,,
7/5/2015,17:00:00,17.605,17.665,1017.25,1.755,,7/5/2015,17:00:00,16.344,98.423,,,,,
7/5/2015,18:00:00,18.319,18.045,1016.95,1.743,,7/5/2015,18:00:00,16.439,99.266,,,,,
7/5/2015,19:00:00,18.247,18.331,1016.55,1.747,,7/5/2015,19:00:00,19.127,96.267,,,,,
7/5/2015,20:00:00,18.129,18.14,1016.65,1.748,,7/5/2015,20:00:00,17.344,98.797,,,,,
7/5/2015,21:00:00,17.962,18.045,1016.35,1.735,,7/5/2015,21:00:00,18.937,98.92,,,,,
7/5/2015,22:00:00,17.986,18.045,1016.15,1.739,,7/5/2015,22:00:00,16.844,100,,,,,
7/5/2015,23:00:00,17.891,17.95,1016.05,1.737,,7/5/2015,23:00:00,17.249,99.998,,,,,
7/6/2015,0:00:00,17.748,17.855,1015.85,1.74,,7/6/2015,0:00:00,16.701,99.44,,,,,
7/6/2015,1:00:00,17.582,17.665,1015.85,1.738,,7/6/2015,1:00:00,16.296,99.227,,,,,
7/6/2015,2:00:00,17.582,17.665,1015.85,1.737,,7/6/2015,2:00:00,15.629,100,,,,,
7/6/2015,3:00:00,17.32,17.475,1015.75,1.736,,7/6/2015,3:00:00,15.175,99.857,,,,,
7/6/2015,4:00:00,17.153,17.284,1015.45,1.735,,7/6/2015,4:00:00,15.223,98.017,,,,,
7/6/2015,5:00:00,17.13,17.189,1015.05,1.736,,7/6/2015,5:00:00,15.557,94.968,,,,,
7/6/2015,6:00:00,16.987,17.094,1014.45,1.735,,7/6/2015,6:00:00,16.177,86.464,,,,,
7/6/2015,7:00:00,17.153,17.189,1014.15,1.731,,7/6/2015,7:00:00,16.939,81.883,,,,,
7/6/2015,8:00:00,17.058,17.094,1013.65,1.741,,7/6/2015,8:00:00,17.344,82.608,,,,,
7/6/2015,9:00:00,17.082,17.094,1013.15,1.735,,7/6/2015,9:00:00,17.867,92.732,,,,,
7/6/2015,10:00:00,17.106,17.094,1012.55,1.739,,7/6/2015,10:00:00,18.842,87.118,,,,,
